Time (s),Amplitude (V)
0.0,0.011131562164841124
2e-05,-0.0030576723577166775
4e-05,0.0009258095589337813
6.000000000000001e-05,0.018488918687494447
8e-05,-0.0036883654136660397
0.0001,0.0028911977944260535
0.00012000000000000002,0.022451272114293434
0.00014000000000000001,0.029230521453361608
0.00016,0.017737167552724975
0.00018,0.02152089171386867
0.0002,0.027301600262497686
0.00022,0.02709130221882486
0.00024000000000000003,0.024185016847428634
0.00026000000000000003,0.009296713016917998
0.00028000000000000003,-0.01697453789364874
0.00030000000000000003,-0.020579791177005216
0.00032,-0.0022180007045276852
0.00034,0.020936589592365967
0.00036,0.0336068920208137
0.00038,0.02550833373666008
0.0004,0.013815158662484683
0.00042,0.014603261030426067
0.00044,0.004108268964107199
0.00046,0.005994701649885674
0.00048000000000000007,0.017966007021294878
0.0005,0.03233369253735633
0.0005200000000000001,0.02832892205300086
0.00054,0.006950222375387841
0.0005600000000000001,-0.01622580547148391
0.00058,-0.01413972564763764
0.0006000000000000001,0.003522960386222279
0.00062,0.03865943866653132
0.00064,0.05762017520179981
0.0006600000000000001,0.053215940856833385
0.00068,0.01296547830772517
0.0007000000000000001,-0.020994438982923483
0.00072,-0.02300229781023453
0.0007400000000000001,0.003147604245377568
0.00076,0.023705880511245406
0.0007800000000000001,0.0429660919646569
0.0008,0.03336958405440853
0.0008200000000000001,0.0005079579093762215
0.00084,-0.009787523409576306
0.0008600000000000001,0.0008855269968379749
0.00088,0.015452732779462542
0.0009000000000000001,0.024128769598722868
0.00092,0.013933101823729352
0.0009400000000000001,0.007332031368030962
0.0009600000000000001,0.025194247048937055
0.0009800000000000002,0.026081929261856672
0.001,0.019281124030438218
0.00102,0.010183756923538484
0.0010400000000000001,0.013367961758149768
0.0010600000000000002,0.021145260894391008
0.00108,0.023930035354984013
0.0011,0.0007537436324735422
0.0011200000000000001,-0.019726595139309105
0.0011400000000000002,-0.007156525851458198
0.00116,0.014000655554937621
0.00118,0.02457371112981794
0.0012000000000000001,0.0050918299784798735
0.0012200000000000002,-0.015588263402927547
0.00124,-0.013402654004645105
0.00126,0.011448937905339187
0.00128,0.03560156607637187
0.0013000000000000002,0.042779645806221435
0.0013200000000000002,0.02848991074630501
0.00134,0.008109316162872148
0.00136,-0.014667693053807997
0.0013800000000000002,-0.009087265971368616
0.0014000000000000002,0.019159173393483747
0.00142,0.034125509184824356
0.00144,0.031817753361019115
0.0014600000000000001,0.027512978704823984
0.0014800000000000002,0.00813081180529536
0.0015,0.0026278149385511942
0.00152,0.014498742533684356
0.0015400000000000001,0.026369675099154746
0.0015600000000000002,0.021266044263415114
0.00158,0.012268253230652127
0.0016,-0.004218320019636061
0.0016200000000000001,-0.0027318527438156474
0.0016400000000000002,0.018125532985157303
0.0016600000000000002,0.027699838907001454
0.00168,0.021597651354252463
0.0017000000000000001,0.020188425540668242
0.0017200000000000002,0.019577981402255088
0.0017400000000000002,0.01746976687241446
0.00176,0.017158860820213784
0.0017800000000000001,0.02014299385383811
0.0018000000000000002,0.014040746429263265
0.0018200000000000002,0.011133700301366841
0.00184,0.006629031078020978
0.00186,-0.0012705499015882144
0.0018800000000000002,0.005907241436557174
0.0019000000000000002,0.023968696787285755
0.0019200000000000003,0.027851419023631994
0.00194,0.006871424576633851
0.0019600000000000004,-0.004323270463135296
0.00198,0.01423739329457123
0.002,0.040286819289452616
0.00202,0.03777906878667537
0.00204,0.017797521169496854
0.00206,0.005105030413378655
0.0020800000000000003,0.01747494162651527
0.0021000000000000003,0.027548275817558195
0.0021200000000000004,0.021945116433167412
0.00214,0.023830719253716805
0.00216,0.012336380551634515
0.00218,-0.0013546676086850307
0.0022,0.0029273097229692464
0.00222,0.028577214294445336
0.0022400000000000002,0.03785168629696416
0.0022600000000000003,0.02915309772849814
0.0022800000000000003,0.018856900864457998
0.0023000000000000004,-0.0012246155386553997
0.00232,-0.0006371585920729049
0.00234,0.012431560460702767
0.00236,0.027297572951813502
0.00238,0.027186060575413944
0.0024000000000000002,0.020584247905713678
0.0024200000000000003,0.017177651295483005
0.0024400000000000003,0.020361157591377688
0.0024600000000000004,0.019450783224362868
0.00248,0.01674311005413453
0.0025,-0.009329534415044584
0.00252,-0.00824293031727232
0.00254,0.006622990892895987
0.00256,0.021488916838587727
0.0025800000000000003,0.03136230286410531
0.0026000000000000003,0.029852771085636925
0.0026200000000000004,0.02614651484548662
0.0026400000000000004,0.015750282696067604
0.00266,0.00365658948140779
0.00268,-0.00474265413098853
0.0027,-0.0016591327304233757
0.00272,0.00451973707723783
0.0027400000000000002,0.013194839200350795
0.0027600000000000003,0.006493005642592148
0.0027800000000000004,-0.003104491380112876
0.0028000000000000004,0.014157716956321922
0.00282,0.022633087740447116
0.00284,0.0056466404463706476
0.00286,0.010227825605174603
0.00288,0.01970166269096282
0.0029000000000000002,0.015595867620441246
0.0029200000000000003,0.011190504256480494
0.0029400000000000003,0.016770160335277954
0.0029600000000000004,0.016957895482524608
0.0029800000000000004,-0.008316187481319895
0.003,-0.0068304327153199985
0.00302,0.013826564623916324
0.00304,0.025497033897984626
0.0030600000000000002,0.024286809943904464
0.0030800000000000003,0.026571330135847393
0.0031000000000000003,0.02276497549631948
0.0031200000000000004,0.026946631337449952
0.0031400000000000004,0.003669475011235591
0.00316,-0.011819391107250669
0.00318,-0.014028173867065506
0.0032,0.002834418321570361
0.00322,0.026486818595640144
0.0032400000000000003,0.04824205230575673
0.0032600000000000003,0.035349244689423485
0.0032800000000000004,-0.0015076206937178981
0.0033000000000000004,-0.02977737445295967
0.0033200000000000005,-0.030688189372124388
0.00334,-0.0028421428208702487
0.00336,0.01891302883742644
0.00338,0.02958482565048466
0.0034000000000000002,0.02797501543964951
0.0034200000000000003,0.023369703832963974
0.0034400000000000003,0.01946332081931447
0.0034600000000000004,0.007668774232775774
0.0034800000000000005,-0.0023284940797854395
0.0035,0.008842488987079138
0.00352,0.023508216095816107
0.00354,0.02988635398685803
0.0035600000000000002,0.011501627496566505
0.0035800000000000003,-0.005984450170474922
0.0036000000000000003,0.0006932145459596806
0.0036200000000000004,8.180193609919669e-05
0.0036400000000000004,0.0035642345253562645
0.0036600000000000005,0.006247865042581153
0.00368,-0.010739016221387392
0.0037,-0.012049424408030253
0.00372,0.010803909760232175
0.0037400000000000003,0.037850956686124725
0.0037600000000000003,0.03983556623842713
0.0037800000000000004,0.014261525691501175
0.0038000000000000004,-0.011711950939649367
0.0038200000000000005,0.006747932198584698
0.0038400000000000005,0.03329566342654758
0.00386,0.030387573396468102
